,Metabolite,Formula,Polarity (z),Ion Mode,RT Start (min),RT End (min),m/z Tolerance (ppm),RT Tolerance (min),mz,obs_mz,ppm,winner,RT,RT_min,RT_max,RT_range,OLFR2 A,OLFR2 B,OLFR2 C,GPI1 A,GPI1 B,GPI1 C,GPI1 D,SQ147_B_0,SQ147_B_1,SQ147_B_2,SQ147_B_3,SQ147_B_4,SQ147_B_7,SQ147_B_8,ttest_pval,1/pvalue,OLFR2_Mean,GPI1_Mean,Log2FoldChange,LogFoldChange,blank_threshold,combined_mean,impact_score,Detection,OLFR2,GPI1
119,Phenol,C6H6O,-,ESI,2.1,4.1,10.0,0.2,93.0346,93.0339,-7.1,S01821,3.82,3.82,3.82,0.0,10000.0,10000.0,26156.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,0,0.285590940645201,3.5015116296785225,15385.333333333334,10000.0,0.6215557009439593,1.5385333333333333,10000.0,12692.666666666668,0.0,1,0.8660254037844386,
120,cis-Aconitic acid,C6H6O6,-,ESI,14.1,16.1,10.0,0.2,173.0092,173.0085,-3.9,S01829,15.22,15.08,15.22,0.14,205016.0,216287.0,126328.0,496519.0,106317.0,107836.0,410703.0,17077,11800,2965,9248,4573,21700,2380,0.46079297264945196,2.1701719847206733,182543.66666666666,280343.75,-0.6189552911466742,0.6511422732508453,39889.857142857145,231443.7083333333,1.0,7,-0.8027867010653292,-0.16266633156553104
121,Oxoadipic acid,C6H8O5,-,ESI,7.5,9.5,10.0,0.2,159.0299,159.0294,-3.1,SQ147_B_0,9.24,8.99,9.45,0.47,45386.71428571429,45386.71428571429,45386.71428571429,45386.71428571429,45386.71428571429,45386.71428571429,45386.71428571429,19708,14600,10739,9363,9347,9114,9698,NA,NA,45386.71428571429,45386.71428571429,0.0,1.0,45386.71428571429,45386.71428571429,NA,0,-0.9961323791094564,-0.5562806156772351
122,Citric acid,C6H8O7,-,ESI,14.2,16.2,10.0,0.2,191.0197,191.0192,-2.6,S01829,15.4,15.4,15.64,0.24,1230374.0,940382.0,684693.0,2115976.0,393382.0,393382.0,942670.0,53778,88339,78899,179123,98101,306975,89343,0.98546983323867,1.0147444054310397,951816.3333333334,961352.5,-0.014382310707740917,0.9900804682292222,393382.0,956584.4166666667,1.0,5,-0.9993420293866304,-0.5186392349216707
123,L-Histidine,C6H9N3O2,+,ESI,9.9,11.9,10.0,0.2,156.0768,156.0768,0.1,S01829,10.51,10.27,10.68,0.41,158331.14285714284,158331.14285714284,158331.14285714284,158331.14285714284,158331.14285714284,158331.14285714284,158331.14285714284,98411,52657,41378,49822,35558,33069,35211,NA,NA,158331.14285714284,158331.14285714284,0.0,1.0,158331.14285714284,158331.14285714284,NA,0,-0.8240018282165996,0.7781095998262177
124,N-Acetylglutamic acid,C7H11NO5,+,ESI,10.3,12.3,10.0,0.2,190.071,190.0714,1.9,S01830,11.33,11.24,11.48,0.24,91748.0,133846.0,46078.857142857145,80436.0,46078.857142857145,46078.857142857145,75219.0,17644,40941,5873,3745,9069,3915,2997,0.28410653017039184,3.519806459218849,90557.61904761905,61953.17857142857,0.5476577239329207,1.4617106197902525,46078.857142857145,76255.39880952382,0.0,4,-0.5690884682817192,-0.02478888772969952
125,N-Acetylglutamine,C7H12N2O4,-,ESI,6.8,8.8,10.0,0.2,187.0724,187.0721,-1.8,S01829,7.73,7.51,7.89,0.37,42274.857142857145,42274.857142857145,42274.857142857145,42274.857142857145,42274.857142857145,42274.857142857145,42274.857142857145,20355,21971,4381,12900,4129,3563,8009,NA,NA,42274.857142857145,42274.857142857145,0.0,1.0,42274.857142857145,42274.857142857145,NA,0,-0.8982269951931425,-0.17228585343890493
126,N-Acetyl-L-methionine,C7H13NO3S,+,ESI,3.0,5.0,10.0,0.2,192.0689,192.0696,3.8,S01820,4.46,4.24,4.53,0.29,24363.0,25749.0,15712.0,15401.714285714286,15401.714285714286,15401.714285714286,15401.714285714286,9725,2879,0,0,0,0,0,0.055223657804416,18.108181162893455,21941.333333333332,15401.714285714286,0.5105602594215257,1.4246033218318306,15401.714285714286,18671.52380952381,0.0,3,-0.7952617839238635,-0.4954230210463103
127,N-Acetylornithine,C7H14N2O3,+,ESI,8.6,10.6,10.0,0.2,175.1077,175.1078,0.4,S01829,9.58,9.46,9.65,0.19,100101.14285714286,102925.0,100101.14285714286,100101.14285714286,100101.14285714286,100101.14285714286,100101.14285714286,107654,47772,14946,12075,12708,5183,9898,0.2855909406452031,3.501511629678497,101042.42857142857,100101.14285714286,0.013502774516243649,1.0094033463297123,100101.14285714286,100571.78571428571,0.0,1,-0.8152770903678455,0.6624737215864532
128,L-Cystathionine,C7H14N2O4S,+,ESI,12.2,14.2,10.0,0.2,223.0747,223.0743,-1.8,SQ147_B_0,13.03,12.94,13.2,0.25,112942.85714285716,112942.85714285716,112942.85714285716,112942.85714285716,112942.85714285716,112942.85714285716,112942.85714285716,72653,71242,46210,20409,17093,9450,3143,NA,NA,112942.85714285716,112942.85714285716,0.0,1.0,112942.85714285716,112942.85714285716,NA,0,-0.5398756845345555,0.4064535375684911
129,L-Carnitine,C7H15NO3,+,ESI,8.3,10.3,10.0,0.2,162.1125,162.1125,0.3,S01829,9.27,9.24,9.31,0.07,6571916.0,7430162.0,4907980.0,6610327.0,4907980.0,4907980.0,6728284.0,2743734,7080073,237881,377573,673812,254008,61539,0.577284005442879,1.73224962162744,6303352.666666667,5788642.75,0.12289426000938788,1.0889172019929312,4907980.0,6045997.708333334,11.0,4,-0.7527697830076425,0.0420416198252355
130,D-Sedoheptulose 7-phosphate,C7H15O10P,-,ESI,12.2,14.2,10.0,0.2,289.033,289.033,0.0,S01826,13.07,13.05,13.19,0.14,64367.0,63424.0,32212.0,33959.0,28132.857142857145,28132.857142857145,28132.857142857145,13804,12745,3010,3622,3119,3765,2245,0.04615808897523296,21.66467508081996,53334.333333333336,29589.39285714286,0.8499844552888824,1.80248150378856,28132.857142857145,41461.8630952381,2.0,4,-0.8786213933689515,-0.5605499049937902
131,1-Methylnicotinamide,C7H8N2O,+,ESI,15.3,17.3,10.0,0.2,137.0709,137.0712,1.9,SQ147_B_0,17.06,16.82,17.3,0.47,57409.857142857145,57409.857142857145,57409.857142857145,57409.857142857145,57409.857142857145,57409.857142857145,57409.857142857145,36431,23398,13775,9136,10124,9237,8522,0.15176111049909793,6.58930339077839,57409.85714285714,57409.857142857145,-1.6017132519074588e-16,0.9999999999999999,57409.857142857145,57409.857142857145,0.0,0,0.055421053106930795,0.5206836264368487
132,N6-Acetyl-L-lysine,C8H16N2O3,+,ESI,1.9,3.9,10.0,0.2,189.1234,189.1221,-6.9,S01820,3.02,2.85,3.16,0.31,938290.0,4110022.0,870203.0,4023375.0,933414.0,362784.0,3024841.0,36536,19265,12056,10106,7768,8512,9416,0.9367237774549725,1.0675505672728256,1972838.3333333333,2086103.5,-0.08053800006381868,0.9457049150885051,54425.28571428571,2029470.9166666665,2.0,7,-0.018390277099279997,-0.26680960922923047
133,L-Phenylalanine,C9H11NO2,+,ESI,5.6,7.6,10.0,0.2,166.0863,166.0863,0.0,S01829,6.65,6.51,6.65,0.14,5946060.0,6335562.0,3567770.0,2403996.0,1489049.0,1917596.0,4609290.0,1663127,1012713,121777,37229,26871,38546,26217,0.05813136799234185,17.202416432583156,5283130.666666667,2604982.75,1.0201192731165138,2.028086622326642,1264205.7142857143,3944056.7083333335,138.0,7,-0.7936854940770596,0.6554473510888957
134,L-Tyrosine,C9H11NO3,+,ESI,8.2,10.2,10.0,0.2,182.0812,182.0813,0.9,S01829,9.22,9.17,9.46,0.29,2473163.0,2698519.0,1685680.0,847855.0,539480.0,625801.0,2020696.0,256347,129701,19903,31820,17358,18445,15497,0.0450971236029266,22.17436324331569,2285787.3333333335,1008458.0,1.1805401831254951,2.2666162927294278,219601.85714285713,1647122.6666666667,83.0,7,-0.7404179003398595,0.6772037809867946
135,Uridine,C9H12N2O6,-,ESI,10.0,13.0,10.0,0.2,243.0623,243.0626,1.4,S01829,11.44,11.25,11.53,0.28,22504.0,22504.0,22504.0,22504.0,22504.0,22504.0,22504.0,5158,12284,2246,2023,1914,3135,2416,NA,NA,22504.0,22504.0,0.0,1.0,22504.0,22504.0,NA,0,-0.11582960270453051,0.40398315392745293
136,Uridine 5'-monophosphate,C9H13N2O9P,-,ESI,11.2,13.2,10.0,0.2,323.0286,323.0287,0.3,SQ147_B_0,12.16,12.06,12.16,0.1,858807.1428571427,858807.1428571427,858807.1428571427,858807.1428571427,858807.1428571427,858807.1428571427,858807.1428571427,1193166,541435,140118,32376,27981,26946,18528,NA,NA,858807.1428571427,858807.1428571427,0.0,1.0,858807.1428571427,858807.1428571427,NA,0,-0.999847193341205,0.4391312698198367
137,Cytidine,C9H13N3O5,+,ESI,7.1,9.1,10.0,0.2,244.0928,244.0928,0.2,SQ147_B_0,8.18,8.08,8.18,0.1,4823623.857142857,4823623.857142857,4823623.857142857,4823623.857142857,4823623.857142857,4823623.857142857,4823623.857142857,10389664,588506,99640,44695,43898,40216,25170,NA,NA,4823623.857142857,4823623.857142857,0.0,1.0,4823623.857142857,4823623.857142857,NA,0,-0.3563942362156159,0.4340944338136621
138,Uridine 5'-diphosphate,C9H14N2O12P2,+,ESI,12.4,14.4,10.0,0.2,405.0095,405.0088,-1.6,S01829,13.46,13.38,13.53,0.15,40880.0,49289.0,15292.0,29981.0,11252.0,14016.0,28593.0,0,0,0,0,0,0,0,0.2266522132600834,4.412046040126245,35153.666666666664,20960.5,0.7460020440529633,1.67713874509991,10000.0,28057.083333333332,0.0,7,-0.7225341273788143,-0.01863834038589283
139,Cytidine monophosphate,C9H14N3O8P,+,ESI,11.8,13.8,10.0,0.2,324.0591,324.0588,-0.9,SQ147_B_0,12.81,12.69,12.81,0.12,178167.14285714284,178167.14285714284,178167.14285714284,178167.14285714284,178167.14285714284,178167.14285714284,178167.14285714284,169301,128769,39383,15052,15621,12497,11767,NA,NA,178167.14285714284,178167.14285714284,0.0,1.0,178167.14285714284,178167.14285714284,NA,0,-0.9898297203679126,0.6151813740374595
140,Carnosine,C9H14N4O3,+,ESI,10.6,12.6,10.0,0.2,227.1139,227.1139,0.1,S01829,11.53,11.46,11.6,0.14,271597.0,246578.0,82946.0,121906.0,38542.0,36957.0,103109.0,5807,0,3209,0,0,0,0,0.07508433555818982,13.318357185501192,200373.66666666666,75128.5,1.4152607172644185,2.6670792930334914,13864.0,137751.0833333333,5.0,7,-0.9205914394629048,-0.17071449155671692
141,Uridine triphosphate,C9H15N2O15P3,-,ESI,15.0,18.0,10.0,0.2,482.9613,482.9594,-3.9,S01829,16.56,16.46,16.81,0.35,14514.0,12293.714285714286,12293.714285714286,12293.714285714286,12293.714285714286,12293.714285714286,12293.714285714286,0,0,0,2604,0,2748,0,0.2855909406452008,3.501511629678525,13033.809523809525,12293.714285714286,0.08433795530673645,1.0602011093551487,12293.714285714286,12663.761904761905,0.0,1,-0.9922333154823331,-0.3285695969552988
142,CDP,C9H15N3O11P2,+,ESI,13.0,15.0,10.0,0.2,404.0255,404.0244,-2.7,S01830,14.28,14.21,14.5,0.29,12479.285714285714,13395.0,12479.285714285714,12479.285714285714,12479.285714285714,12479.285714285714,12479.285714285714,0,0,2950,0,0,2835,0,0.285590940645201,3.5015116296785225,12784.52380952381,12479.285714285714,0.034863064912478106,1.0244595806383912,12479.285714285714,12631.904761904761,0.0,1,-0.7993407780292627,-0.1491861087350861
143,Cytidine triphosphate,C9H16N3O14P3,-,ESI,15.0,20.0,10.0,0.2,481.9772,481.9749,-4.8,S01820,18.08,17.95,18.17,0.21,10753.42857142857,10753.42857142857,10753.42857142857,10753.42857142857,10753.42857142857,10753.42857142857,10753.42857142857,0,0,0,0,0,0,1758,NA,NA,10753.42857142857,10753.42857142857,0.0,1.0,10753.42857142857,10753.42857142857,NA,0,-0.7129448968662129,-0.2581988897471611
144,L-Acetylcarnitine,C9H17NO4,+,ESI,6.3,8.3,10.0,0.2,204.123,204.1232,0.6,S01826,7.18,7.08,7.21,0.13,4243499.714285715,4243499.714285715,4243499.714285715,4243499.714285715,4243499.714285715,4243499.714285715,4243499.714285715,2472736,6155857,190389,303734,520425,186405,48620,NA,NA,4243499.714285715,4243499.714285715,0.0,1.0,4243499.714285715,4243499.714285715,NA,0,-0.7004820498945475,0.11329768749871455
145,Pantothenic acid,C9H17NO5,+,ESI,5.1,7.1,10.0,0.2,220.1179,220.1179,-0.1,S01829,6.06,5.88,6.28,0.41,6851530.0,7908720.0,3338241.0,5940702.0,2529923.0,3254970.0,7327218.0,102908,330940,15793,22550,27008,24392,14456,0.503921581187271,1.9844357482049824,6032830.333333333,4763203.25,0.34090289767607435,1.2665490042511482,240591.57142857142,5398016.791666666,14.0,7,-0.7341677816263823,0.27993917561124054
146,Carbamoyl phosphate,CH4NO5P,-,ESI,22.6,24.6,10.0,0.2,139.9754,139.9745,-6.8,S01829,24.26,24.22,24.49,0.27,949001.0,901863.0,813233.0,1597793.0,656193.0,513975.0,1627394.0,48392,87901,15374,69808,20907,96005,15662,0.5777285775905845,1.730916625538064,888032.3333333334,1098838.75,-0.3072955810495755,0.8081552760433078,161735.2857142857,993435.5416666667,2.0,7,-0.9847880788564141,-0.011566529239331673
